"Time stamp","Interruptor Principal   (V)"
"2019-09-07 00:00","127.49"
"2019-09-07 00:15","126.78"
"2019-09-07 00:30","126.89"
"2019-09-07 00:45","127.11"
"2019-09-07 01:00","127.14"
"2019-09-07 01:15","127.02"
"2019-09-07 01:30","127.0"
"2019-09-07 01:45","126.89"
"2019-09-07 02:00","126.93"
"2019-09-07 02:15","127.21"
"2019-09-07 02:30","127.06"
"2019-09-07 02:45","127.06"
"2019-09-07 03:00","127.07"
"2019-09-07 03:15","127.15"
"2019-09-07 03:30","127.39"
"2019-09-07 03:45","127.23"
"2019-09-07 04:00","127.23"
"2019-09-07 04:15","127.14"
"2019-09-07 04:30","127.01"
"2019-09-07 04:45","127.09"
"2019-09-07 05:00","126.92"
"2019-09-07 05:15","126.93"
"2019-09-07 05:30","126.86"
"2019-09-07 05:45","127.05"
"2019-09-07 06:00","126.98"
"2019-09-07 06:15","126.69"
"2019-09-07 06:30","126.63"
"2019-09-07 06:45","126.63"
"2019-09-07 07:00","126.35"
"2019-09-07 07:15","126.7"
"2019-09-07 07:30","126.52"
"2019-09-07 07:45","126.43"
"2019-09-07 08:00","126.05"
"2019-09-07 08:15","126.05"
"2019-09-07 08:30","125.82"
"2019-09-07 08:45","125.44"
"2019-09-07 09:00","124.93"
"2019-09-07 09:15","124.93"
"2019-09-07 09:30","125.06"
"2019-09-07 09:45","125.04"
"2019-09-07 10:00","124.8"
"2019-09-07 10:15","125.23"
"2019-09-07 10:30","125.58"
"2019-09-07 10:45","125.39"
"2019-09-07 11:00","125.23"
"2019-09-07 11:15","125.27"
"2019-09-07 11:30","125.1"
"2019-09-07 11:45","125.25"
"2019-09-07 12:00","125.27"
"2019-09-07 12:15","123.75"
"2019-09-07 12:30","123.46"
"2019-09-07 12:45","123.53"
"2019-09-07 13:00","124.08"
"2019-09-07 13:15","124.05"
"2019-09-07 13:30","124.16"
"2019-09-07 13:45","124.22"
"2019-09-07 14:00","124.26"
"2019-09-07 14:15","124.43"
"2019-09-07 14:30","123.47"
"2019-09-07 14:45","123.45"
"2019-09-07 15:00","123.84"
"2019-09-07 15:15","123.13"
"2019-09-07 15:30","123.84"
"2019-09-07 15:45","124.0"
"2019-09-07 16:00","124.23"
"2019-09-07 16:15","123.72"
"2019-09-07 16:30","123.68"
"2019-09-07 16:45","124.66"
"2019-09-07 17:00","124.39"
"2019-09-07 17:15","124.12"
"2019-09-07 17:30","124.11"
"2019-09-07 17:45","123.89"
"2019-09-07 18:00","124.35"
"2019-09-07 18:15","124.46"
"2019-09-07 18:30","124.94"
"2019-09-07 18:45","124.83"
"2019-09-07 19:00","125.3"
"2019-09-07 19:15","125.14"
"2019-09-07 19:30","124.6"
"2019-09-07 19:45","124.17"
"2019-09-07 20:00","124.68"
"2019-09-07 20:15","124.61"
"2019-09-07 20:30","124.9"
"2019-09-07 20:45","124.82"
"2019-09-07 21:00","125.14"
"2019-09-07 21:15","125.48"
"2019-09-07 21:30","125.66"
"2019-09-07 21:45","126.79"
"2019-09-07 22:00","127.23"
"2019-09-07 22:15","127.15"
"2019-09-07 22:30","126.78"
"2019-09-07 22:45","126.74"
"2019-09-07 23:00","127.05"
"2019-09-07 23:15","127.16"
"2019-09-07 23:30","127.27"
"2019-09-07 23:45","127.2"
"2019-09-08 00:00","127.26"
"2019-09-08 00:15","127.04"
"2019-09-08 00:30","127.23"
"2019-09-08 00:45","127.43"
"2019-09-08 01:00","127.11"
"2019-09-08 01:15","127.35"
"2019-09-08 01:30","127.39"
"2019-09-08 01:45","127.48"
"2019-09-08 02:00","127.45"
"2019-09-08 02:15","127.46"
"2019-09-08 02:30","127.65"
"2019-09-08 02:45","127.56"
"2019-09-08 03:00","126.89"
"2019-09-08 03:15","126.93"
"2019-09-08 03:30","127.13"
"2019-09-08 03:45","127.16"
"2019-09-08 04:00","127.17"
"2019-09-08 04:15","127.01"
"2019-09-08 04:30","127.2"
"2019-09-08 04:45","127.26"
"2019-09-08 05:00","126.99"
"2019-09-08 05:15","127.1"
"2019-09-08 05:30","127.05"
"2019-09-08 05:45","127.13"
"2019-09-08 06:00","126.9"
"2019-09-08 06:15","126.75"
"2019-09-08 06:30","126.84"
"2019-09-08 06:45","126.7"
"2019-09-08 07:00","126.4"
"2019-09-08 07:15","126.64"
"2019-09-08 07:30","126.59"
"2019-09-08 07:45","126.56"
"2019-09-08 08:00","126.64"
"2019-09-08 08:15","126.66"
"2019-09-08 08:30","126.28"
"2019-09-08 08:45","125.75"
"2019-09-08 09:00","126.19"
"2019-09-08 09:15","125.79"
"2019-09-08 09:30","125.45"
"2019-09-08 09:45","124.59"
"2019-09-08 10:00","124.46"
"2019-09-08 10:15","124.58"
"2019-09-08 10:30","124.43"
"2019-09-08 10:45","124.13"
"2019-09-08 11:00","124.19"
"2019-09-08 11:15","124.18"
"2019-09-08 11:30","124.5"
"2019-09-08 11:45","124.88"
"2019-09-08 12:00","124.86"
"2019-09-08 12:15","124.16"
"2019-09-08 12:30","124.02"
"2019-09-08 12:45","124.52"
"2019-09-08 13:00","124.06"
"2019-09-08 13:15","123.27"
"2019-09-08 13:30","124.07"
"2019-09-08 13:45","124.53"
"2019-09-08 14:00","124.02"
"2019-09-08 14:15","124.41"
"2019-09-08 14:30","124.41"
"2019-09-08 14:45","123.6"
"2019-09-08 15:00","123.81"
"2019-09-08 15:15","122.86"
"2019-09-08 15:30","123.27"
"2019-09-08 15:45","123.18"
"2019-09-08 16:00","123.54"
"2019-09-08 16:15","123.2"
"2019-09-08 16:30","123.76"
"2019-09-08 16:45","124.06"
"2019-09-08 17:00","123.45"
"2019-09-08 17:15","123.99"
"2019-09-08 17:30","124.72"
"2019-09-08 17:45","124.87"
"2019-09-08 18:00","125.05"
"2019-09-08 18:15","124.71"
"2019-09-08 18:30","123.78"
"2019-09-08 18:45","123.77"
"2019-09-08 19:00","124.93"
"2019-09-08 19:15","123.51"
"2019-09-08 19:30","124.05"
"2019-09-08 19:45","124.03"
"2019-09-08 20:00","123.93"
"2019-09-08 20:15","124.37"
"2019-09-08 20:30","125.88"
"2019-09-08 20:45","125.36"
"2019-09-08 21:00","125.59"
"2019-09-08 21:15","126.28"
"2019-09-08 21:30","127.04"
"2019-09-08 21:45","126.93"
"2019-09-08 22:00","127.31"
"2019-09-08 22:15","127.24"
"2019-09-08 22:30","126.77"
"2019-09-08 22:45","126.21"
"2019-09-08 23:00","126.32"
"2019-09-08 23:15","126.64"
"2019-09-08 23:30","126.85"
"2019-09-08 23:45","127.06"
"2019-09-09 00:00","127.23"
"2019-09-09 00:15","127.09"
"2019-09-09 00:30","127.11"
"2019-09-09 00:45","127.25"
"2019-09-09 01:00","127.3"
"2019-09-09 01:15","127.39"
"2019-09-09 01:30","127.34"
"2019-09-09 01:45","127.41"
"2019-09-09 02:00","127.43"
"2019-09-09 02:15","127.42"
"2019-09-09 02:30","127.6"
"2019-09-09 02:45","127.25"
"2019-09-09 03:00","126.98"
"2019-09-09 03:15","126.79"
"2019-09-09 03:30","126.77"
"2019-09-09 03:45","126.8"
"2019-09-09 04:00","126.79"
"2019-09-09 04:15","126.49"
"2019-09-09 04:30","126.68"
"2019-09-09 04:45","126.51"
"2019-09-09 05:00","126.34"
"2019-09-09 05:15","126.36"
"2019-09-09 05:30","126.14"
"2019-09-09 05:45","126.17"
"2019-09-09 06:00","125.9"
"2019-09-09 06:15","125.35"
"2019-09-09 06:30","125.74"
"2019-09-09 06:45","125.81"
"2019-09-09 07:00","125.16"
"2019-09-09 07:15","125.4"
"2019-09-09 07:30","125.24"
"2019-09-09 07:45","125.19"
"2019-09-09 08:00","125.26"
"2019-09-09 08:15","125.63"
"2019-09-09 08:30","125.29"
"2019-09-09 08:45","125.28"
"2019-09-09 09:00","124.9"
"2019-09-09 09:15","125.46"
"2019-09-09 09:30","125.57"
"2019-09-09 09:45","125.56"
"2019-09-09 10:00","125.51"
"2019-09-09 10:15","125.8"
"2019-09-09 10:30","125.59"
"2019-09-09 10:45","125.8"
"2019-09-09 11:00","126.18"
"2019-09-09 11:15","126.06"
"2019-09-09 11:30","125.87"
"2019-09-09 11:45","125.88"
